#ID1	ID2	Microbe	20Dim
Corneal_Disorders	Pancreatic_Disease	0.146968293551088	-0.09440680485146
Glaucoma	Pancreatic_Disease	0.194976170255352	-0.0195458178756633
Macular_Degeneration	Pancreatic_Disease	-0.0136255841284519	-0.290962026409799
Gestational_Pregnancy_Related_Disorder	Pancreatic_Disease	0.0693509551845551	0.030415406032565
Menopausal_Disorder	Pancreatic_Disease	0.115816274697881	-0.124929400385862
Alveolar_Disease	Pancreatic_Disease	0.00705582435450445	0.267749946851448
Cystic_Fibrosis	Pancreatic_Disease	0.247309663636782	0.536745566840409
Emphysema_COPD	Pancreatic_Disease	-0.0472067856013423	0.183613133485391
Non-Specific_Pulmonary_Disorder	Pancreatic_Disease	0.0232096637212114	0.328767143203294
Sleep_Apnea	Pancreatic_Disease	0.0433436926161789	-0.022611914692448
Bladder_Disorder	Pancreatic_Disease	0.0285407905444264	0.126050071537012
Chronic_Kidney_Disease	Pancreatic_Disease	0.10280777353982	-0.033076535578792
Nephrotic_Syndrome	Pancreatic_Disease	-0.111361512779575	0.0867732742788374
Non-Specific_Nephropathy	Pancreatic_Disease	0.103178379676003	0.362001777313403
Urethral_Disorder	Pancreatic_Disease	-0.0801263033406167	0.082586218260435
Urinary_Calculus	Pancreatic_Disease	0.145141009083736	0.359793181675231
Epilepsy_Related_Disorders	Pancreatic_Disease	0.0282423627006903	0.0169860280853158
Hepatobiliary_Congenital_Anomaly	Pancreatic_Disease	0.170332968729523	0.794207342852279
Non-Specific_Digestive_Congenital_Anomaly	Pancreatic_Disease	0.134298709459266	0.17854592086434
Non-Specific_Neurologic_Congenital_Anomaly	Pancreatic_Disease	-0.0204511648139874	-0.170045691607638
Oro-Facial_Congenital_Anomaly	Pancreatic_Disease	-0.0407766391486812	-0.281158526197054
Pubertal_Dysfunction	Pancreatic_Disease	-0.182924195920917	-0.261050452419001
Respiratory_Congenital_Anomaly	Pancreatic_Disease	-0.0865405010858134	0.138964233462275
Appendiceal_Disease	Pancreatic_Disease	-0.0896357943582657	0.414920734973208
Diverticulosis_Diverticulitis	Pancreatic_Disease	-0.0138906181800695	0.210056260479145
Esophageal_Disease	Pancreatic_Disease	-0.0280733850944503	0.264919244419339
Functional_Digestive_Disorder	Pancreatic_Disease	0.156923955522515	0.352311325136153
Hirschsprungs_Disease	Pancreatic_Disease	0.000533894832093602	-0.0979938563627189
Non-Specific_Gastrointestinal_Disorder	Pancreatic_Disease	0.00976754873142381	0.195539706741373
